signature_id,task_id,replicate,permuted_auroc
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,1,0.5162509448223733
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,2,0.5759637188208617
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,3,0.5547996976568406
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,4,0.5094482237339379
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,5,0.4799697656840514
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,6,0.4897959183673469
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,7,0.47770219198790626
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,8,0.4618291761148904
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,9,0.6462585034013605
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,10,0.47845804988662133
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,11,0.4580498866213152
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,12,0.5011337868480725
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,13,0.49206349206349204
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,14,0.36432350718065004
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,15,0.5472411186696902
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,16,0.5200302343159486
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,17,0.5328798185941044
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,18,0.4769463340891912
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,19,0.41496598639455784
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,20,0.4663643235071806
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,21,0.3378684807256236
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,22,0.5041572184429327
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,23,0.4837490551776266
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,24,0.4399092970521542
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,25,0.3688586545729403
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,26,0.5215419501133787
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,27,0.35903250188964475
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,28,0.38397581254724117
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,29,0.47392290249433106
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,30,0.5684051398337112
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,31,0.5971277399848829
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,32,0.5185185185185186
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,33,0.455026455026455
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,34,0.5986394557823129
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,35,0.6523053665910808
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,36,0.45729402872260017
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,37,0.4520030234315949
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,38,0.45578231292517
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,39,0.4761904761904762
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,40,0.4520030234315949
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,41,0.5744520030234316
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,42,0.46636432350718066
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,43,0.5434618291761149
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,44,0.6077097505668935
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,45,0.4482237339380196
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,46,0.5253212396069539
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,47,0.5351473922902494
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,48,0.6938775510204083
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,49,0.5789871504157219
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,50,0.46334089191232053
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,51,0.3877551020408163
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,52,0.41798941798941797
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,53,0.41647770219198793
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,54,0.6160241874527588
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,55,0.31216931216931215
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,56,0.44217687074829926
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,57,0.5162509448223734
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,58,0.5064247921390779
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,59,0.40438397581254726
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,60,0.5147392290249433
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,61,0.5139833711262283
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,62,0.37414965986394555
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,63,0.4459561602418745
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,64,0.34845049130763417
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,65,0.40060468631897206
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,66,0.49659863945578225
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,67,0.4089191232048375
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,68,0.47089947089947093
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,69,0.31519274376417233
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,70,0.5109599395313681
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,71,0.5056689342403629
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,72,0.5381708238851096
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,73,0.5185185185185185
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,74,0.48677248677248675
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,75,0.5132275132275133
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,76,0.48677248677248675
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,77,0.47996976568405136
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,78,0.5918367346938775
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,79,0.5729402872260015
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,80,0.4618291761148904
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,81,0.5517762660619804
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,82,0.566137566137566
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,83,0.5170068027210883
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,84,0.46560846560846564
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,85,0.4157218442932728
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,86,0.5411942554799698
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,87,0.5759637188208617
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,88,0.45729402872260017
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,89,0.3764172335600907
SIG_ATNF_ARJIS5,T_PROGECT_MH_W6,90,0.3945578231292517
